DATE,ENGAGEMENTS,,,FOLLOWS,,,IMPRESSIONS,,,REACH,,,USERS,PAGEVIEWS,Engagements (30-Day Rolling Average),,,Followers,,,,Impressions (30-Day Rolling Average),,,Reach (30-Day Rolling Average),,,USERS (30-day Rolling Average),PAGEVIEWS (30-day Rolling Average),,Website Visitors,Website Pageviews,Social Reach,Social Engagements,New Followers
,FB,LI,INSTA,FB,LI,INSTA,FB,LI,INSTA,FB,LI,INSTA,WEBSITE,WEBSITE,FB,LI,INSTA,FB,LI,INSTA,Total,FB,LI,INSTA,FB,LI,INSTA,WEBSITE,WEBSITE,,"95,022","275,641","571,000","19,152","1,194"
10/29/2024,50,61,,1,8,0,1286,1497,0,1286,799,50,869,2141,24.23333333,27.16666667,,"7,823","4,604",639,"13,066",1983.366667,967.8666667,,1983.366667,483.1,773,762.9333333,1760.033333,,,,,,
10/30/2024,17,15,,1,7,0,772,955,0,772,415,73,886,2468,23.8,26.9,,"7,824","4,612",639,"13,075",1735.2,975.6666667,,1735.2,484.9,622.2,755.3666667,1724.8,,,,,,
10/31/2024,34,13,,1,5,0,601,596,0,601,373,56,745,1599,24.8,26.4,,"7,825","4,619",639,"13,083",1495.266667,959.8,,1495.266667,480.9666667,451.3666667,748.3333333,1693.233333,,,,,,
11/1/2024,24,7,,0,3,1,1043,521,0,1043,261,57,666,1408,24.8,25.63333333,,"7,826","4,624",639,"13,089",1264.666667,944.0333333,,1264.666667,473.2666667,335.1666667,740.6333333,1659.133333,,,,,,
11/2/2024,15,11,,2,2,0,592,616,0,592,273,59,343,713,24.23333333,24.33333333,,"7,826","4,627",640,"13,093",1019.233333,911.5,,1019.233333,454.7333333,211.6666667,724.0666667,1611.9,,,,,,
11/3/2024,15,13,,0,4,0,334,518,0,334,272,19,417,834,23.83333333,23.73333333,,"7,828","4,629",640,"13,097",771.7666667,895.1666667,,771.7666667,447.4333333,101.6666667,710.4666667,1573.7,,,,,,
11/4/2024,18,24,,0,6,0,945,966,0,945,428,72,806,1691,23.86666667,22.83333333,,"7,828","4,633",640,"13,101",695.4333333,887.8333333,,695.4333333,443.2,42.4,725.8333333,1610.266667,,,,,,
11/5/2024,26,15,,0,4,0,901,744,0,901,377,66,642,1367,24.23333333,22.63333333,,"7,828","4,639",640,"13,107",710.1666667,887.4666667,,710.1666667,442.0666667,42.96666667,733.8666667,1630.666667,,,,,,
11/6/2024,4,8,,1,3,0,392,396,0,392,259,24,721,1560,23.56666667,21.86666667,,"7,828","4,643",640,"13,111",710.1666667,868.1,,710.1666667,434.0666667,42,725.5333333,1615.1,,,,,,
11/7/2024,24,27,,1,6,1,979,1209,0,979,673,51,870,2340,23.9,22.3,,"7,829","4,646",640,"13,115",725.8333333,889.4,,725.8333333,444.1333333,42.26666667,724.4666667,1631.966667,,,,,,
11/8/2024,4,30,,1,2,1,540,1040,0,540,500,57,716,1445,23.86666667,22.73333333,,"7,830","4,652",641,"13,123",724.6,901.3666667,,724.6,451.0333333,43.53333333,718.3,1613.933333,,,,,,
11/9/2024,1,25,,0,6,0,255,983,0,255,500,98,309,485,22.16666667,22.63333333,,"7,831","4,654",642,"13,127",697.4666667,896.4333333,,697.4666667,447.8,45.73333333,696.8333333,1555.3,,,,,,
11/10/2024,0,15,,1,3,1,253,585,0,253,347,25,377,723,21.5,21.63333333,,"7,831","4,660",642,"13,133",677.5,852.0333333,,677.5,428.2,44.83333333,685.5666667,1526.333333,,,,,,
11/11/2024,34,30,,1,7,0,567,836,0,567,383,15,674,1352,22.43333333,20.83333333,,"7,832","4,663",643,"13,138",679.7666667,819.7666667,,679.7666667,410.1333333,44.06666667,697.3666667,1553.9,,,,,,
11/12/2024,5,8,,1,3,1,235,583,0,235,237,10,894,1949,22.53333333,20.56666667,,"7,833","4,670",643,"13,146",676.5,818.0666667,,676.5,404.9666667,43.8,714.6666667,1597.366667,,,,,,
11/13/2024,7,52,,0,6,1,573,1320,0,573,615,42,944,2129,22.26666667,21.73333333,,"7,834","4,673",644,"13,151",686.9,843.1,,686.9,414.0333333,44.76666667,722.7333333,1618.033333,,,,,,
11/14/2024,17,73,,1,13,0,494,2470,0,494,1318,30,827,1731,22.76666667,23.73333333,,"7,834","4,679",645,"13,158",691.5333333,894.8,,691.5333333,445.6333333,44.46666667,719,1608.9,,,,,,
11/15/2024,60,20,,1,13,0,1171,1045,0,1171,511,75,740,1608,19.33333333,23.46666667,,"7,835","4,692",645,"13,172",666.4,892.6333333,,666.4,448.6666667,44.76666667,711.4333333,1584.2,,,,,,
11/16/2024,3,16,,1,4,0,502,926,0,502,457,26,356,617,17.1,23.16666667,,"7,836","4,705",645,"13,186",643.2666667,892.4666667,,643.2666667,447,44.1,694.7333333,1546.4,,,,,,
11/17/2024,7,6,,0,6,0,300,588,0,300,350,9,400,920,16.66666667,22.63333333,,"7,837","4,709",645,"13,191",634.1,884.9666667,,634.1,445.0666667,43,678.2,1507.566667,,,,,,
11/18/2024,2,24,,1,5,0,216,1181,0,216,510,8,958,2408,15.76666667,22.7,,"7,837","4,715",645,"13,197",617.9,898.4,,617.9,449.3333333,41.26666667,697.8666667,1563.966667,,,,,,
11/19/2024,4,43,,0,6,0,259,1312,0,259,662,37,814,1820,15.53333333,23.53333333,,"7,838","4,720",645,"13,203",614.5666667,922.4666667,,614.5666667,460.4333333,41.66666667,710.6,1597.066667,,,,,,
11/20/2024,13,37,,0,2,0,612,1288,0,612,542,60,878,1958,15.93333333,24,,"7,838","4,726",645,"13,209",617.8666667,936.2666667,,617.8666667,464.6,42.4,703.4333333,1572.366667,,,,,,
11/21/2024,16,46,,1,7,0,740,1719,0,740,653,57,938,2173,16.16666667,24.76666667,,"7,838","4,728",645,"13,211",626.8333333,962.7,,626.8333333,470.8333333,42.76666667,699.5333333,1568.033333,,,,,,
11/22/2024,21,31,,0,5,0,656,1205,0,656,605,23,704,1713,16.86666667,25.13333333,,"7,839","4,735",645,"13,219",635.6666667,975.6666667,,635.6666667,478.1666667,42.63333333,690.8,1541.466667,,,,,,
11/23/2024,6,16,,0,6,1,431,762,0,431,371,15,313,508,16,25,,"7,839","4,740",645,"13,224",595.7666667,972.5333333,,595.7666667,477.0666667,41.6,671.4333333,1482.366667,,,,,,
11/24/2024,6,21,,0,7,1,478,1588,34,478,735,17,385,680,15.06666667,24.6,,"7,839","4,746",646,"13,231",578.9333333,987.4666667,,578.9333333,484.2666667,40.3,658.6333333,1450.066667,,,,,,
11/25/2024,2,34,,1,13,0,636,1654,82,636,946,44,840,1867,14.66666667,25.16666667,,"7,839","4,753",647,"13,239",585.1333333,1011.5,,585.1333333,501.2666667,40.36666667,676.4333333,1494.7,,,,,,
11/26/2024,15,26,,2,11,0,953,1137,93,953,680,57,808,1765,15.1,25.46666667,,"7,840","4,766",647,"13,253",606.1666667,1033.3,,606.1666667,513.8,41.46666667,690.7333333,1532.033333,,,,,,
11/27/2024,7,17,,0,10,0,322,698,92,322,437,32,479,914,15.23333333,25.46666667,,"7,842","4,777",647,"13,266",601.2666667,1031.266667,,601.2666667,516.3,42.13333333,677.3,1496.2,,,,,,
11/28/2024,2,9,,0,2,0,260,526,17,260,312,11,274,444,13.63333333,23.73333333,,"7,842","4,787",647,"13,276",567.0666667,998.9,,567.0666667,500.0666667,40.83333333,657.4666667,1439.633333,,,,,,
11/29/2024,37,10,,1,2,0,1650,362,16,1650,211,11,346,645,14.3,23.56666667,,"7,842","4,789",647,"13,278",596.3333333,979.1333333,,596.3333333,493.2666667,38.76666667,639.4666667,1378.866667,,,,,,
11/30/2024,55,9,,3,1,0,1351,309,13,1351,206,9,344,672,15,23.43333333,,"7,843","4,791",647,"13,281",621.3333333,969.5666667,,621.3333333,487.7,37.2,626.1,1347.966667,,,,,,
12/1/2024,14,9,,0,5,0,356,383,21,356,229,7,394,764,14.66666667,23.5,,"7,846","4,792",647,"13,285",598.4333333,964.9666667,,598.4333333,486.6333333,35.53333333,617.0333333,1326.5,,,,,,
12/2/2024,15,16,,0,2,0,331,793,4,331,465,3,903,2415,14.66666667,23.66666667,,"7,846","4,797",647,"13,290",589.7333333,970.8666667,,589.7333333,493.0333333,33.66666667,635.7,1383.233333,,,,,,
12/3/2024,4,12,,2,4,0,252,638,20,252,387,7,965,2030,14.3,23.63333333,,"7,846","4,799",647,"13,292",587,974.8666667,,587,496.8666667,33.26666667,653.9666667,1423.1,,,,,,
12/4/2024,20,18,7,2,8,0,580,656,62,580,347,53,1018,2466,14.36666667,23.43333333,7,"7,848","4,803",647,"13,298",574.8333333,964.5333333,,574.8333333,494.1666667,32.63333333,661.0333333,1448.933333,,,,,,
12/5/2024,9,41,7,0,5,0,450,1126,133,450,574,60,1025,2237,13.8,24.3,7,"7,850","4,811",647,"13,308",559.8,977.2666667,,559.8,500.7333333,32.43333333,673.8,1477.933333,,,,,,
12/6/2024,26,39,12,2,5,0,825,1309,210,825,706,89,915,2177,14.53333333,25.33333333,8.666666667,"7,850","4,816",647,"13,313",574.2333333,1007.7,,574.2333333,515.6333333,34.6,680.2666667,1498.5,,,,,,
12/7/2024,11,16,6,0,5,0,439,733,103,439,398,56,346,656,14.1,24.96666667,8,"7,852","4,821",647,"13,320",556.2333333,991.8333333,,556.2333333,506.4666667,34.76666667,662.8,1442.366667,,,,,,
12/8/2024,12,29,3,1,2,0,296,855,44,296,450,24,384,737,14.36666667,24.93333333,7,"7,852","4,826",647,"13,325",548.1,985.6666667,,548.1,504.8,33.66666667,651.7333333,1418.766667,,,,,,
12/9/2024,62,19,0,0,9,0,1787,859,29,1787,435,12,1005,2402,16.4,24.73333333,5.833333333,"7,853","4,828",647,"13,328",599.1666667,981.5333333,,599.1666667,502.6333333,30.8,674.9333333,1482.666667,,,,,,
12/10/2024,26,12,5,1,5,0,844,803,35,844,394,14,993,2583,17.26666667,24.63333333,5.714285714,"7,853","4,837",647,"13,337",618.8666667,988.8,,618.8666667,504.2,30.43333333,695.4666667,1544.666667,,,,,,
