Post ID,Title,Publish time,Post type,Impressions,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Matched Audience Targeting Consumption (Photo Click),Other Clicks,Link Clicks
810434321119337,"#VirginiaEnergy got an early start on #ArborDay planting a dogwood tree at the Exhibition Coal Mine in Pocahontas.  
Pictured L to R:  Economic Development Manager Daniel Kestner, Pocahontas Mayor Ben Gibson and Chief Operating Officer Mike Skiffington. 
Learn more here: https://ow.ly/fyXL50RnB2T",4/24/2024,Photos,1727,1533,,38,31,1,6,112,76,35
810402344455868,"The Virginia Geologic Research Symposium will take place on Friday, April 26, 2024 from 8:00am to 4:30pm at the Charlottesville office. Registration for the in-person event is closed, but it can be viewed virtually here: https://www.energy.virginia.gov/geology/Symposium.shtml",4/24/2024,Photos,609,533,,11,9,0,2,4,2,1
810330334463069,"#Didyouknow that nuclear reactors have produced 30 billion MWh of energy since the 1950s, but only enough waste to fill a single supermarket? 🛒💡#VirginiaEnergy",4/24/2024,Photos,295,270,,0,0,0,0,0,,
809734731189296,"Quartz is a common mineral in Virginia and can come in a variety of colors (white, clear, blue, purple, yellow, etc.). The white rocks at the top of this garden bed are quartz. Quartz is hard and will scratch a steel blade or glass! #VirginiaEnergy",4/23/2024,Photos,789,751,,6,5,0,1,2,2,
809625924533510,#VirginiaEnergy is #hiring a Director of Grid Reliability and Power Generation! Be sure to apply here: https://ow.ly/9JMO50R26Uj,4/23/2024,Photos,584,535,,5,5,0,0,3,1,1
809156101247159,Take a #MineSafetyMinute with #VirginiaEnergy's Andy Sawyers to make sure your #minerescue equipment is in good working order. #coalminesafety #minersafety,4/22/2024,Videos,642,597,,3,3,0,0,1,,1
809135351249234,Happy #EarthDay from #VirginiaEnergy! 🌎💚 Discover how we're committed to protecting the environment on our website here: https://www.energy.virginia.gov/,4/22/2024,Videos,824,789,,13,10,0,3,4,,4
809128357916600,The Virginia Department of Energy will receive $156 Million for Solar for All. Learn more here: https://ow.ly/IghI50RlCGv,4/22/2024,Photos,516,471,,6,5,0,1,5,,2
809008077928628,"Virginia will receive $156,120,000 from the EPA's Solar for All grant program, making energy more affordable to several residents across the Commonwealth. Learn more here: https://www.energy.virginia.gov/public/newsroom.shtml",4/22/2024,Photos,535,483,,9,7,0,2,8,1,3
808425641320205,Have you ever harnessed the power of the sun? Build your own solar oven to make one of the best snacks around! http://ow.ly/47fs50zljSF   #VirginiaEnergy #Dominion #SolarSunday,4/21/2024,Photos,549,511,,2,1,0,1,3,3,
807796981383071,This week’s shining #SaturdaySpotlight is David Hawkins. David is a geologist at #VirginiaEnergy and he works for the Geology and Mineral Resources Program.,4/20/2024,Videos,849,810,,7,7,0,0,4,,4
807277694768333,"Building Virginia's energy future provides various jobs for people from diverse backgrounds. Whether fresh out of high school, finishing your doctorate or decades into your career, Virginia's all-of-the-above energy plan has a place for you. Learn more about Virginia's energy future at energy.virginia.gov #VirginiaEnergy",4/19/2024,Photos,380,327,,0,0,0,0,0,,
807207104775392,#VirginiaEnergy received $1 million in funding that will establish the Virginia Energy Resilience program. The end goal is to ensure communities have a plan toward improving community energy resilience during major weather events. Learn more here: https://www.energy.virginia.gov/public/newsroom.shtml,4/19/2024,Photos,552,499,,6,5,0,1,2,1,
807123588117077,"#VirginiaEnergy field geologist Holly Mangum places drops of dilute hydrochloric (hcl) acid on rocks to determine the type of carbonate minerals present. Common carbonate minerals are calcite, which will fizz a lot, and dolomite, which will fizz weakly. #FieldworkFriday",4/19/2024,Photos,820,753,,20,18,1,1,14,7,7
806727754823327,#VirginiaEnergy and Virginia Transportation Construction Alliance congratulate Earnest Chambers for working 47 years without a lost time injury. Mr. Chambers is a Quarry Operator at Titan America.,4/18/2024,Photos,788,736,,15,13,2,0,18,8,10
806707684825334,"In the 1960s, #VirginiaEnergy geologists had access to a GE X-ray spectrometer when the main office was on the campus of the University of Virginia. The  X-ray spectrometer was used to analyze samples gathered in the field. Since this was before computers, the results were printed on paper.",4/18/2024,Photos,656,604,,9,8,1,0,11,6,5
806159134880189,"#Didyouknow that in 2022, nuclear power plants produced 772 billion kilowatt hours of electricity? That's enough to power more than 72 million homes! #VirginiaEnergy",4/17/2024,Photos,752,689,,9,7,1,1,19,1,18
806024811560288,#VirginiaEnergy is #hiring an Energy Efficiency Outreach Coordinator! Be sure to apply by April 30th here: https://ow.ly/ketM50Ri9Hb,4/17/2024,Photos,1040,974,,9,3,0,6,18,7,3
805553114940791,#VirginiaEnergy and Virginia Transportation Construction Alliance Jason Thomas for 20 years without a lost time injury. Mr. Thomas works as a Packhouse Utility at Titan America.,4/16/2024,Photos,1025,974,,18,15,2,1,15,8,7
805449611617808,"A major development in Virginia's #offshorewind industry, the Charybdis is now in the water. Learn more: https://ow.ly/3TVl50Rh5eZ #VirginiaEnergy",4/16/2024,Links,394,363,,3,2,1,0,5,,1
805372144958888,For more information: https://ow.ly/BmYc50Rh1mx #VirginiaEnergy #PublicNotice,4/16/2024,Photos,439,387,,0,0,0,0,0,,
804936611669108,Constructing an impoundment? Take a minute to learn about important safety features each should have. #minesafetyminute #VirginiaEnergy,4/15/2024,Videos,914,873,,5,4,0,1,10,,10
804869101675859,#VirginiaEnergy is #hiring a GIS Specialist! Be sure to apply by April 15th here: https://ow.ly/PCPZ50R5LKw,4/15/2024,Photos,1756,1593,,10,2,0,8,24,11,8
803590955137007,Our #SaturdaySpotlight is shining on Randy Moore. Randy is #VirginiaEnergy’s Director of Coal Programs.,4/13/2024,Videos,1180,1131,,18,17,0,1,13,,13
803505588478877,"Happy #CoalMinersDay to those that put on the hard hats and steel toe boots each day. Know a #coalminer? Virginia has nearly 2,000 active miners and many more who once worked on these sites. Join #VirginiaEnergy in celebrating this unique workforce today.",4/13/2024,Photos,151815,125504,,1358,175,21,1162,6182,2161,4020
803038125192290,Curious about the potential of small modular reactors? Check out American Nuclear Society for more information: https://ow.ly/MPVq50Q8Y44,4/12/2024,Photos,1612,1533,,28,13,12,3,84,11,71
803016348527801,For more information: https://townhall.virginia.gov/l/ViewMeeting.cfm?MeetingID=39745 #VirginiaEnergy #PublicNotice,4/12/2024,Photos,628,591,,1,1,0,0,0,,
802854231877346,"#CoastalPlain #VirginiaEnergy geologists use a geoprobe drill rig to retrieve samples of clay and sand from underground in Carson, VA. Details about the composition and depth of the sediment are documented and used to create a geologic map. #FieldworkFriday",4/12/2024,Photos,898,846,,12,10,0,2,6,6,
802375761925193,#VirginiaEnergy welcomes  Shannon Strouth! Mr. Strouth will be joining the Coal Mine Safety team as a Compliance and Training Specialist.,4/11/2024,Photos,6620,6256,,122,98,10,14,494,125,369
802201238609312,#VirginiaEnergy continues its series of educational meetings regarding energy projects in southwest Virginia and other programs the agency offers today. Learn more here: https://www.energy.virginia.gov/public/newsroom.shtml,4/11/2024,Photos,754,697,,6,3,1,2,7,,7
801885335307569,For more information: https://townhall.virginia.gov/l/ViewMeeting.cfm?MeetingID=39736 #VirginiaEnergy #PublicNotice,4/10/2024,Photos,566,520,,1,1,0,0,2,2,
801800518649384,#Didyouknow that spent nuclear fuel is solid? It is then stacked inside of metal rods and stored underground for safety. Learn more here: https://ow.ly/gwQP50Q7TU1 #VirginiaEnergy,4/10/2024,Photos,547,502,,5,4,0,1,5,4,
801650605331042,"Virginia is investing in an all-of-the-above energy plan to meet the power demands of our growing economy. From nuclear to renewables, we're using innovative technologies to build a brighter future. Learn more about Virginia’s energy future at energy.virginia.gov #VirginiaEnergy",4/10/2024,Photos,608,546,,5,5,0,0,1,,1
801243148705121,#VirginiaEnergy continues its series of educational meetings regarding energy projects in southwest Virginia and other programs the agency offers. Learn more here: https://www.energy.virginia.gov/public/newsroom.shtml,4/9/2024,Photos,719,672,,6,2,3,1,11,2,8
801223305373772,#VirginiaEnergy is accepting proposals for a Home Energy Rebate Program implementation partner. These rebates are expected to be available to the public in early 2025. For more information: https://ow.ly/iie950RbOfr,4/9/2024,Photos,589,539,,1,1,0,0,4,1,1
801038385392264,#VirginiaEnergy and Virginia Transportation Construction Alliance congratulate David Morris for 35 years without a lost time injury. Mr. Morris is a Storeroom Clerk at Titan America.,4/9/2024,Photos,969,926,,16,13,2,1,15,7,8
800647202098049,Take less than a minute and learn some safety tips for underground #mining near #naturalgas wells. #VirginiaEnergy's Anthony Sturgill lets you know how to properly notify our agency and other operators in this week's #MineSafetyMinute,4/8/2024,Videos,1587,1493,,9,8,0,1,15,,15
800603328769103,#VirginiaEnergy employees across the #Commonwealth had a blast watching the #eclipse! You can check out our website to learn what they do to serve Virginia here: https://www.energy.virginia.gov/,4/8/2024,Photos,2161,2066,,28,27,0,1,448,299,149
800499895446113,#VirginiaEnergy is #hiring a Director of Grid Reliability and Power Generation! Be sure to apply here: https://ow.ly/gQng50R26Ul,4/8/2024,Photos,646,600,,3,2,0,1,6,3,3
799197692243000,"Meet Holly White, this week’s #SaturdaySpotlight! She is a #VirginiaEnergy Abandoned Mine Land (AML) Supervisor.",4/6/2024,Videos,1013,955,,29,25,4,0,19,,19
798874168942019,#VirginiaEnergy geologists measure the orientations of rock fractures to build a geologic map.  An example can be found here in this granite outcrop in Goochland County.,4/5/2024,Photos,771,695,,11,9,0,2,1,1,
798833255612777,"The Virginia Geologic Research Symposium will take place on Friday, April 26, 2024 from 8:00am to 4:30pm at the Charlottesville office. Registration for the in-person event is closed, but it can be viewed virtually here: https://www.energy.virginia.gov/geology/Symposium.shtml",4/5/2024,Photos,2063,1972,,16,11,0,5,30,12,14
798811518948284,"Nuclear energy has been powering the United States for nearly 60 years. On average, it produces around one gigawatt per plant! How much power is that exactly? Learn more here: https://ow.ly/Ur5650QcGwf #VirginiaEnergy",4/5/2024,Photos,1015,937,,12,6,6,0,33,1,32
798285009000935,#VirginiaEnergy continues its series of educational meetings regarding energy projects in southwest Virginia and other programs the agency offers. Learn more here: https://www.energy.virginia.gov/public/newsroom.shtml,4/4/2024,Photos,418,379,,3,2,1,0,0,,
798265279002908,#VirginiaEnergy and the Virginia Transportation Construction Alliance congratulate Daryl Gilliam for working twenty years without a lost time injury. Mr. Gilliam is a Control Room Operator at Titan America.,4/4/2024,Photos,1184,1154,,14,11,2,1,21,10,11
778078374354932,"Geology shows us the history of earth's landscape, like this abandoned river path observed by #VirginiaEnergy geologists in Danville, VA. The rounded cobbles sitting at the top of this deposit were smoothed and transported by water that has now changed course. #FieldworkFriday",3/1/2024,Photos,566,509,,6,4,0,2,7,5,2
798244239005012,#VirginiaEnergy is #hiring a Grant Accountant. Be sure to apply here: https://ow.ly/ZP2450R0yEh,4/4/2024,Photos,685,643,,2,0,0,2,8,3,3
797684415727661,"With the state budget deadline quickly approaching, the Regional Greenhouse Gas Initiative’s (RGGI) inclusion in the budget remains a sticking point for the Governor of Virginia who sought to remove the state from the program in 2023. We're taking a moment to examine some of the common pressure points of this ongoing debate. First up: energy costs. #VirginiaEnergy",4/3/2024,Photos,474,434,,5,2,1,2,15,4,11
797651515730951,"Nuclear power isn't just for the nerds (although, we need them, too!). A reliable energy future requires people from all walks of life working together to keep the lights on and our economy growing. Learn more about the future of nuclear energy in Virginia at energy.virginia.gov",4/3/2024,Photos,448,404,,2,2,0,0,7,6,
797088742453895,Exciting news from the Virginia Department of Transportation! They are bringing electric vehicle chargers to underserved areas along highways with $11 million in federal funding. ⚡️🚗 #ElectricVehicle Learn more here: https://ow.ly/sXlq50R6XU1,4/2/2024,Links,381,342,,2,2,0,0,14,,
797066205789482,#VirginiaEnergy continues its series of educational meetings regarding energy projects in southwest Virginia and other programs the agency offers. Learn more here: https://www.energy.virginia.gov/public/newsroom.shtml,4/2/2024,Photos,476,422,,3,2,0,1,1,,
797002559129180,#VirginiaEnergy and the Virginia Transportation Construction Alliance congratulate Barry St. Clair for 48 years without a lost time injury. He is a Senior Electrical Supervisor at Titan America.,4/2/2024,Photos,1000,921,,17,14,1,2,14,4,10
976161903870255,Energy Education Series,4/2/2024,Text,,,0,,,,,,,
796489159180520,In this week's #MineSafetyMinute we are focusing on severe hand injuries. Take a minute to listen to a few tips to ensure you're safe when operating a roof bolting machine.  #VirginiaEnergy,4/1/2024,Videos,575,506,,12,10,0,2,13,,13
796468849182551,"It’s #MappingMonday! The #geology #map of the Eagle Rock quadrangle, #Virginia highlights folded and faulted sedimentary rocks of the Valley and Ridge geologic province. Download for free here: https://tinyurl.com/353pbdhj #VirginiaEnergy",4/1/2024,Photos,956,881,,20,15,0,5,5,3,2
796334669195969,#VirginiaEnergy is #hiring a GIS Specialist! Be sure to apply by April 15th here: https://ow.ly/LyF750R5LKy,4/1/2024,Photos,1006,917,,12,6,0,6,15,7,5
795660452596724,Curious about #solarpower in Virginia? Learn more here: https://ow.ly/MzsO50QHkxM #VirginiaEnergy #SolarSunday,3/31/2024,Photos,857,786,,9,7,1,1,23,2,21
794850626011040,Check out our #SaturdaySpotlight Katie Lang! Katie is a field geologist at #VirginiaEnergy.,3/30/2024,Videos,643,569,,13,12,1,0,4,,4
794436446052458,"⚛️💡Curious about how Small Modular Reactors (SMRs) work?
Learn more about SMR's here: https://ow.ly/FBfY50PZeJn.",3/29/2024,Photos,370,322,,0,0,0,0,1,1,
794413826054720,"#VirginiaEnergy is looking forward to conducting the annual #Geology Research Symposium this year in Charlottesville on April 26. We anticipate a day of diverse presentations, posters and discussions. Information and registration here: https://www.energy.virginia.gov/geology/Symposium.shtml",3/29/2024,Photos,502,445,,6,6,0,0,5,3,2
794274102735359,"#FieldworkFriday: Old buildings made from local material can give #VirginiaEnergy geologists an idea of what rocks are in the area and their common uses, like this stone building made from limestone and dolostone in Rural Retreat, VA. #FieldworkFriday",3/29/2024,Photos,1103,1036,,17,13,1,3,2,,2
793784482784321,Marie Tharp was an oceanographer and discoverer of the mid-ocean ridge. Her study of ocean floor structures and creation of the first map of the Atlantic Ocean floor led to the verification of the theory of continental drift. https://tinyurl.com/tharpm #WomensHistoryMonth #VirginiaEnergy,3/28/2024,Photos,941,861,,23,18,0,5,4,1,3
793755206120582,"#VirginiaEnergy Receives $22.7 Million to Reclaim 
Abandoned Mine Lands. Read More: https://www.energy.virginia.gov/public/newsroom.shtml
Office of Surface Mining Reclamation and Enforcement U.S. Department of the Interior",3/28/2024,Photos,1658,1545,,55,45,0,10,94,76,5
793679722794797,#VirginiaEnergy had a wonderful time visiting Lebanon Elementary School for their Career Day! These third and fourth graders got to experience hands-on demonstrations to see what surface mining inspectors do every day.,3/28/2024,Photos,883,789,,32,28,3,1,19,13,6
793615266134576,"Incredible technology powers Virginia’s nuclear reactors. In fact, uranium is so powerful that a mass about the size of a soda can is enough to generate a lifetime of electricity for one person. #VirginiaEnergy",3/28/2024,Photos,1135,1061,,27,14,9,4,85,11,74
793071456188957,This Red-Spotted Newt made an appearance after a thunderstorm near Rural Retreat. Those bright features were easy to spot by our #VirginiaEnergy geologist. The neon spots also keep them safe from being a bird's next dinner because it conveys a warning that they are poisonous. #WildlifeWednesday,3/27/2024,Photos,595,534,,11,10,0,1,5,5,
793012299528206,#VirginiaEnergy is #hiring a Director of Grid Reliability and Power Generation! Be sure to apply here: https://ow.ly/fnhf50R26Uk,3/27/2024,Photos,879,794,,10,5,0,5,13,8,3
792627369566699,"The Virginia Coalfield Coalition received a grant of $1,000,000 from #VirginiaEnergy’s Abandoned Mine Land Economic Revitalization grant to increase wireless network access along 20 miles of the Route 460 corridor. Learn more here: https://www.energy.virginia.gov/public/newsroom.shtml
Congressman Morgan Griffith Office of Surface Mining Reclamation and Enforcement",3/26/2024,Photos,776,716,,18,17,0,1,47,41,6
792605072902262,#VirginiaEnergy is #hiring a Water Quality Specialist! Be sure to apply by April 8th here: https://ow.ly/tX3050R2aL5,3/26/2024,Photos,1649,1518,,19,7,0,12,32,13,10
792594309570005,"Breaks Interstate Park received $300,000 for a waterpark expansion from #VirginiaEnergy's Abandoned Mine Land Economic Revitalization grant to help cover the addition of a new swimming pool. Learn more here: https://www.energy.virginia.gov/public/newsroom.shtml
Congressman Morgan Griffith Office of Surface Mining Reclamation and Enforcement",3/26/2024,Photos,579,513,,20,18,0,2,36,32,4
792006246295478,Know your #minemaps. Take a minute with #VirginiaEnergy's Terry Ratliff to go over important information found on these maps. #minesafety #coalminesafety #minersafety #minesafetyminute,3/25/2024,Videos,771,716,,17,16,0,1,5,,5
791984772964292,#VirginiaEnergy welcomes Shannon Moore! Mr. Moore will be joining the Coal Mine Safety team as a Coal Mine Safety Inspector.,3/25/2024,Photos,2707,2563,,79,67,11,1,148,22,126
791885996307503,"It’s #MappingMonday! Let's look at a #geology #map of the Cartersville quadrangle, #Virginia. This mapping area in the Piedmont shows many Jurassic aged igneous intrusions that are the result of supercontinent Pangea pulling apart. Download for free here: http://ow.ly/9Avz50NsyL2 #VirginiaEnergy",3/25/2024,Photos,506,460,,7,5,0,2,3,2,
791800872982682,#VirginiaEnergy is #hiring a Grant Accountant. Be sure to apply here: https://ow.ly/Oai250R0yEi,3/25/2024,Photos,1114,1029,,9,3,0,6,18,6,6
791393523023417,"The booming solar energy industry is manifesting an enormous opportunity to restore our working landscapes, and potentially save pollinator species in the process. Learn more from Virginia Solar Summit: http://ow.ly/SU3l50Fh0J5 #VirginiaEnergy #SolarSunday",3/24/2024,Photos,510,471,,6,3,3,0,6,,6
790568933105876,"Our #SaturdaySpotlight is Jenny Meng, an Economic Geologist at #VirginiaEnergy! Her job focuses on learning where minerals we use every day in Virginia are found. Watch to the end to hear Jenny’s excellent explanation of her current research on geologic carbon dioxide storage.",3/23/2024,Videos,411,367,,11,10,0,1,0,,
790160019813434,#Didyouknow that nuclear energy produced 772 billion kilowatt hours of electricity in 2022? That is enough electricity to power more than 72 million homes. Learn more here: https://ow.ly/moYC50QZXZi #VirginiaEnergy U.S. Department of Energy,3/22/2024,Photos,487,453,,8,7,0,1,3,2,1
790137816482321,"This #WomensHistoryMonth, we're celebrating the incredible women working in #VirginiaEnergy's Geology and Mineral Resources program! Learn more about the program here: https://ow.ly/x7ZB50QZYTF #WomenInSTEM #WomenInGeology",3/22/2024,Photos,1006,918,,54,42,10,2,71,47,24
790109823151787,#VirginiaEnergy and the Virginia Transportation Construction Alliance congratulate Justin Mundy for working 20 years without a lost time injury. Mr. Mundy works as a Repairman at Titan America.,3/22/2024,Photos,916,838,,18,13,4,1,17,9,8
790033823159387,"Happy #WorldWaterDay! Learn more about how #VirginiaEnergy, local watershed groups and coal companies work to improve water quality throughout the coalfields of #SouthwestVirginia. Watch the full video here: https://youtu.be/FwVYlS0dvoE",3/22/2024,Videos,294,257,,3,2,0,1,0,,
789536686542434,"⚛️💡Curious about Small Modular Reactors (SMRs)?  

Dive into the world of SMRs and learn more at: https://www.energy.gov/ne/articles/4-key-benefits-advanced-small-modular-reactors

U.S. Department of Energy Office of Nuclear Energy",3/21/2024,Photos,1047,959,,27,16,8,3,56,22,33
789523063210463,"Wind is power! In honor of #NationalRewnewableEnergyDay, try to build your own wind-powered vehicle or lift a load using a windmill in these fun and easy experiments. http://ow.ly/TR1K50NNjg8
#VirginiaEnergy #Dominion",3/21/2024,Links,233,203,,1,1,0,0,0,,
789490869880349,#VirginiaEnergy continues its series of educational meetings tonight regarding energy projects in southwest Virginia and other programs the agency offers. There will be a presentation on nuclear and a Question and Answer session following. All questions must be submitted by tomorrow. Learn more here: https://ow.ly/azAw50QIgP3,3/21/2024,Photos,357,320,,0,0,0,0,0,,
789389333223836,Happy #NationalRenewableEnergyDay 🌎! Find out more about #VirginiaEnergy's clean energy program here: https://ow.ly/nTUO50QYOzj,3/21/2024,Photos,257,230,,1,0,0,1,0,,
788914783271291,"Dr. Doris Malkin Curtis was a prolific industry geologist, a leader in the study of paleontology and stratigraphy of the U.S. Gulf Coast, and the first woman president of the Geological Society of America in 1991. Learn more: https://tinyurl.com/DCurtis #WomensHistoryMonth2024",3/20/2024,Photos,520,473,,10,9,0,1,3,1,2
788845699944866,"#VirginiaEnergy honors our brave women veterans during #VirginianWomenVeteransWeek!  Today, we salute Rachael Winall, a true hero who served in the US Army from 2010 to 2023 as a Sergeant and served on cargo ships (LSV units) in Hawaii, Oregon, Virginia, Kuwait, UAE, Oman, Bahrain, Jordan, Japan, and Korea. Thank you, Rachael, for your bravery and service to Virginia.",3/20/2024,Photos,514,475,,10,8,2,0,7,2,5
788823073280462,#VirginiaEnergy is #hiring an Energy Projects Coordinator and Program Support Specialist! Be sure to apply by April 2nd here: https://www.jobs.virginia.gov/jobs/energy-projects-coordinator-and-program-support-specialist-richmond-virginia-united-states,3/20/2024,Photos,1700,1582,,26,14,2,10,57,19,28
788742783288491,Our #VirginiaEnergy inspector had quite the audience while checking on a mine site. #WildlifeWednesday 🐴🐴 #VirginiaEnergy,3/20/2024,Photos,407,383,,1,1,0,0,2,2,
788216823341087,"#VirginiaEnergy honors our brave women veterans during #VirginianWomenVeteransWeek!  Today, we salute Clara Harris, a true hero who served in the US Air Force 4th Squadron by manning War Readiness Spare Kits for F16's. Thank you, Clara, for your bravery and service to Virginia.",3/19/2024,Photos,871,791,,42,37,5,0,31,14,17
787840576712045,Take a #MineSafetyMinute with #VirginiaEnergy's Andy Sawyers to make sure your #minerescue equipment is in good working order. #coalminesafety #minersafety,3/18/2024,Videos,513,449,,9,8,0,1,6,,6
787636220065814,"In honor of #StPatricksDay yesterday, we invite you to check out the #geology #map of the Swift Run area, which features #Virginia's Catoctin Formation, a greenstone resulting from the break up of an ancient supercontinent. Free download: https://tinyurl.com/yc23sfzn",3/18/2024,Photos,815,767,,11,7,0,4,13,8,1
787174116778691,"#VirginiaEnergy honors our brave women veterans during #VirginianWomenVeteransWeek!  Today, we salute Carolyn Smith, a true hero who served in the US Air Force Squadron 3743 (1978-1980) with 314 Supply (MAC). Thank you, Carolyn, for your bravery and service to Virginia.",3/17/2024,Photos,1844,1691,,231,161,65,5,212,55,157
787030623459707,Happy #SaintPatrick's Day from everyone at #VirginiaEnergy 🍀!,3/17/2024,Videos,813,749,,23,19,2,2,36,,36
786623923500377,Our #VirginiaEnergy team had an incredible time hosting students from Virginia Tech School of Architecture at the Virginia Point Surface Mine! Cleveland-Cliffs Inc. Special shoutout to the VT Daily Doodler for capturing the magic of our tour with their amazing artwork.  #MiningEducation,3/16/2024,Photos,1347,1275,,21,19,0,2,58,48,10
786457280183708,"Our #SaturdaySpotlight is Patrick Finnerty, a Geologist at #VirginiaEnergy. His job includes collecting, mapping and  inspecting sediments in the #Commonwealth. Patrick is also a fan of the New York Jets. J-E-T-S Jets Jets Jets!",3/16/2024,Videos,485,417,,13,11,2,0,8,,8
786078976888205,"""Who cooks for you? Who cooks for you all?"" If you hear that question after dark it's likely the call of a Barred #Owl. A #VirginiaEnergy inspector caught this one taking a break from day hunting for small mammals on a reclaimed #coal mine site.  #FunFactFriday",3/15/2024,Photos,472,425,,6,5,0,1,1,1,
785979826898120,#DidYouKnow that all of the used fuel produced by the U.S.'s commercial nuclear industry would fit in a single football field at a depth of less than 10 yards? Learn more here: https://ow.ly/G7st50PErCn #VirginiaEnergy,3/15/2024,Photos,652,589,,12,7,4,1,25,2,23
785918756904227,"The Valley and Ridge Province consists of impressive weather-resistant and ridge-forming rocks like the sandstone and quartz-rich rocks that make up Big House and Little House Mountain being observed by #VirginiaEnergy geologist Katie Lang near Lexington, VA. #FieldworkFriday",3/15/2024,Photos,1288,1162,,37,26,6,5,25,13,12
785535536942549,Field reviews are a key step in #geologic map-making. #ThrowbackThursday to when map author Lorrie Coiner discussed the geology of the New Market quadrangle with Dan Doctor (USGS) and Gene Rader (retired #VirginiaEnergy geologist). Download the map here: http://ow.ly/ORiL50EcF6T,3/14/2024,Photos,661,616,,13,11,1,1,9,6,3
785382480291188,"Danish geophysicist and seismologist Inge Lehmann (1888–1993) utilized seismic waves to discover that the Earth has a differentiated core, consisting of both a liquid outer and a solid inner portion. #WomensHistoryMonth #VirginiaEnergy",3/14/2024,Photos,902,825,,30,22,1,7,15,8,7
785322873630482,#VirginiaEnergy continues its series of educational meetings regarding energy projects in southwest Virginia and other programs the agency offers. There will be a presentation on nuclear and a Question and Answer session following. Learn more here: https://ow.ly/azAw50QIgP3,3/14/2024,Photos,374,323,,1,1,0,0,2,1,1
784952130334223,Government and energy industry leaders are exploring small modular reactors to meet growing energy needs. These reactors offer increased flexibility and require less land but still produce enough power. Learn more here: https://ow.ly/woLL50PB0eH #VirginiaEnergy,3/13/2024,Photos,290,257,,3,2,0,1,2,2,
784932093669560,Dr. Mary Emilie Holmes was a paleontologist and the first woman to earn a PhD in geology in the U.S. in 1888. She was the first woman fellow of the Geological Society of America and an advocate for African-American education and teaching geology to kids. #WomensHistoryMonth2024 #VirginiaEnergy,3/13/2024,Photos,853,788,,12,10,0,2,2,1,1
784854553677314,#VirginiaEnergy is #hiring an Abandoned Mine Land Administrative Program Specialist! Be sure to apply by tonight at 11:59 P.M. EST here: https://ow.ly/Z5zv50QJngt,3/13/2024,Photos,1087,996,,8,3,0,5,36,20,5
784769990352437,"It's #WildlifeWednesday 🦅! Check out this majestic bald eagle that was spotted by one of our #VirginiaEnergy inspectors near Grundy, Virginia. #VirginiaEnergy",3/13/2024,Photos,635,559,,14,11,3,0,13,1,12
784760000353436,For more information: https://ow.ly/cqB150QS7tU #VirginiaEnergy #PublicNotice,3/13/2024,Photos,662,592,,3,1,2,0,18,1,16
784431067052996,Check out #VirginiaEnergy’s newest report on #criticalminerals. Read more about those important resources found in the sands located offshore and how they might be separated when those sands are used to renourish the beaches.Project page: https://tinyurl.com/OCSSands #VirginiaEnergy,3/12/2024,Photos,507,454,,5,4,0,1,10,8,1
784411027055000,"A #VirginiaEnergy #geologist stands next to a fold near Buena Vista, Virginia. Such folds are evidence of considerable compression due to #platetectonics. Mapping these bedrock features helps us better understand Virginia’s geologic history. #ThrowbackTuesday",3/12/2024,Photos,1321,1221,,45,40,3,2,42,29,13
784390850390351,#VirginiaEnergy continues its series of educational meetings regarding energy projects in southwest Virginia and other programs the agency offers. There will be a presentation on nuclear and a Question and Answer session following. All questions must be submitted by tomorrow. Learn more here: https://ow.ly/azAw50QIgP3,3/12/2024,Photos,288,246,,0,0,0,0,0,,
784254117070691,"#VirginiaEnergy is looking forward to conducting the annual #Geology Research Symposium this year in Charlottesville on April 26. We anticipate a day of diverse presentations, posters and discussions. Information and registration here: https://www.energy.virginia.gov/geology/Symposium.shtml",3/12/2024,Photos,526,473,,13,12,0,1,5,1,1
783888353773934,Know your #minemaps. Take a minute with #VirginiaEnergy's Terry Ratliff to go over important information found on these maps. #minesafety #coalminesafety #minersafety #minesafetyminute,3/11/2024,Videos,337,279,,4,3,0,1,1,,1
783867893775980,"Most rivers in the eastern portion of Virginia flow west to east, towards the Chesapeake Bay. The portion of Appomattox River in this Hopewell geologic map takes a sharp turn north, following the Dutch Gap Fault. #MappingMonday Download for free here: https://tinyurl.com/2v3rda3t",3/11/2024,Photos,1052,1006,,27,23,0,4,20,14,4
783339487162154,#VirginiaEnergy continues its series of educational meetings regarding energy projects in southwest Virginia and other programs the agency offers. There will be a presentation on nuclear and a Question and Answer session following. Learn more here: https://ow.ly/NBqa50QIgP1,3/10/2024,Photos,2452,2243,,31,19,4,8,27,5,22
782653050564131,This week's shining #SaturdaySpotlight is on Chirs Whitt! Chris is #VirginiaEnergy's Emergency Manager and Inspector Supervisor for our Coal Mine Safety program.,3/9/2024,Videos,902,804,,17,15,2,0,26,,26
782248733937896,This week #VirginiaEnergy's Coal Mine Safety team competed in a mine rescue contest in Tennessee. These competitions help ensure coal mine safety teams are prepared for an underground mine emergency. Learn more about our Coal Mine Safety program here: https://ow.ly/wH5550QP00S,3/8/2024,Photos,2174,2074,,64,62,0,2,234,197,35
